2.89647,4.898935,6.087383,6.060182,3.13034,5.379876,4.499983,5.703982,3.04185,6.000639,2.97994,3.06379,5.783786,2.91338,5.736468
0.4166266573,2.004193707,1.538467582,2.937421761,2.496616328,3.319777081,2.848295941,2.130048268,1.737361216,0.910333784,2.572800816,2.194443492,0.4995700041,2.876990464,3.302451456
4.297335,3.13809,4.133475,6.489641,3.636764,4.172997,3.678611,7.083028,3.333361,6.688537,3.884714,7.325672,4.604969,6.92441,6.905388
431.95001,503.566197,432.3825287,301.8641235,249.0410737,233.6455911,105.8898962,639.4242139,662.746191,675.8842636,inf,inf,inf,inf,inf
8.73361,9.55768,9.52002,13.615677,11.34509,8.13522,12.161455,9.01997,10.54994,8.98193,10.82937,10.7935,9.27346,11.06812,11.884186
1.354255717,1.078226413,1.521051001,1.849857614,1.976957646,2.860450304,1.214165397,1.505990394,2.198377324,2.344512304,1.008572944,1.377878205,2.259694415,1.164559196,2.392016472
6.239403061,14.03109849,16.57021682,8.73193003,10.13812738,7.371692361,13.63548497,9.009801303,12.92076112,15.46667164,18.14413715,11.7264334,14.41982013,20.55426068,6.058595789
9.016141853,11.78368804,17.19331071,9.503991657,16.3621521,14.17627899,13.02869204,10.27565086,12.561445,13.79455778,12.62484558,8.228546534,16.01851882,13.83412512,12.94129676
63.59663811,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
2.91662699,2.051445621,2.510330823,5.828106492,3.849988079,6.263678013,7.299120165,3.367896526,5.105687616,0.9954597234,5.535170871,4.398481783,6.567968603,4.840085127,6.978145505
2.186529094,3.84444289,6.718704741,5.058090453,5.977924003,3.267370328,2.304592063,3.150699247,4.947449481,5.86723943,3.143082553,2.883808102,4.074344696,5.840568421,1.052160699
3.362818393,4.778634499,191.2814252,8.33114074,192.0770797,194.514797,195.5401373,inf,inf,inf,inf,inf,inf,inf,inf
1.919044159,3.284622299,1.835382932,2.358532749,0.9531901106,0.8953938121,0.9340251668,inf,inf,inf,inf,inf,inf,inf,inf
0.0958091433,37.3900649,9.075830648,11.18377383,18.26072733,17.08121929,12.44128782,9.17106992,25.48284766,26.89067806,inf,inf,inf,inf,inf
1.13432,3.19625,2.12617,2.32087,2.47534,0.20708,1.49284,1.31954,0.12901,inf,inf,inf,inf,inf,inf
23.23014,83.4808,45.15455,8.2567,13.68068,14.76492,66.00877,30.94752,52.63264,44.60424,inf,inf,inf,inf,inf
15.9192652,19.40645082,15.82853182,22.85462994,13.59935785,17.22262498,24.96452837,28.33669433,28.44135044,25.05870624,inf,inf,inf,inf,inf
15.67795,21.05314,27.44448,36.33894,26.10573,31.1499,31.55015,inf,inf,inf,inf,inf,inf,inf,inf
29.91350035,65.38522059,43.508876,30.73320226,21.16999534,51.79776002,52.51338032,39.26978249,64.61008735,12.68999932,inf,inf,inf,inf,inf
1.99229556,2.463033362,3.779093835,3.199210138,3.544455798,1.766598434,2.175959309,2.406108786,3.408777914,3.754276376,1.648127612,2.057150045,2.078105919,3.448154046,0.5600012093
7.830507704,14.9670704,14.33866492,6.247927363,5.163999246,14.6571977,15.23738048,7.962175955,13.72043629,8.532870928,13.95167152,14.12973098,8.663377723,8.90453758,12.06052848
51.51847791,797.2149748,17.48167321,12.18111493,356.1949079,443.723296,114.226118,323.0848782,80.68565742,187.6711564,inf,inf,inf,inf,inf
51.14613,86.24877,50.36538,124.80619,47.56821,33.65502,243.02685,134.64149,243.02743,inf,inf,inf,inf,inf,inf
129.49967,367.76842,129.4995,269.4695,361.2195,19.4457,147.9469,162.99718,11.7839,56.3755,259.42106,271.92106,66.8857,inf,inf
328.67354,317.06266,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
322.37129,284.83955,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
90.67681,240.13033,129.115093,42.34639,28.36137,204.651822,64.95671,210.152087,229.840897,232.675123,inf,inf,inf,inf,inf
52.97555983,188.3801767,52.97555983,28.54177181,58.14838753,53.54050668,81.12367229,107.8379477,134.7909928,180.3391203,inf,inf,inf,inf,inf
307.6617584,146.6641559,48.24726008,60.76627193,73.33684318,213.1071067,189.6508436,249.682625,252.4909054,inf,inf,inf,inf,inf,inf
27.46240346,152.4625126,40.22846749,76.10965279,18.1928061,28.16443141,109.2334679,115.8841918,132.7444545,129.3648879,inf,inf,inf,inf,inf
31.34784609,131.6503227,31.34784609,52.62401888,83.74168998,81.65557645,112.2760217,131.6503227,81.65557645,112.2760217,inf,inf,inf,inf,inf
137.8723749,115.2929752,13.75664334,62.11915076,34.37940126,90.4156397,48.13210291,203.6170676,270.3521296,216.5743331,inf,inf,inf,inf,inf
344.892486,678.313688,279.2487667,92.58098929,90.17809124,130.1584313,588.6446463,654.3500848,619.4836108,729.5050729,inf,inf,inf,inf,inf
52.52309469,251.6271364,26.48168774,65.12332937,27.8686976,104.3237005,114.6467321,137.7099236,210.553232,230.7898957,inf,inf,inf,inf,inf
214.8647565,419.7526313,80.94850253,69.28119219,80.14810566,287.1781783,157.4153534,285.2705301,353.2163524,355.7980443,inf,inf,inf,inf,inf
215.8461583,383.9707407,22.57418672,151.9269292,89.0875981,63.56573749,234.8868771,273.6428861,358.2082666,319.0622974,inf,inf,inf,inf,inf
168.5494833,312.4975789,168.5494833,57.88758718,57.13324038,72.98482588,52.63516495,38.44361624,233.7187149,272.7028863,inf,inf,inf,inf,inf
60.65515723,131.2077996,60.65515723,50.58266127,24.12383601,105.7028621,89.10342441,79.47186257,89.10342441,105.7028621,inf,inf,inf,inf,inf
